,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_1_1,V5_1_2,OTU.ID
2284,OTU3767,402,1,402,1752,566,965,100,713,0,98.756,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Paracercomonas,s:Paracercomonas_sp,EF032801.1.1752_U;tax,k:Eukaryota,OTU3767.p:Rhizaria-Cercozoa.g:Paracercomonas
2285,OTU3768,426,1,426,715,176,576,100,614,1.56e-174,93.662,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulaceae,g:Aplanochytrium,s:Aplanochytrium_sp,FJ389869.1.715_U;tax,k:Eukaryota,OTU3768.p:Stramenopiles-Bigyra.g:Aplanochytrium
2286,OTU3769,403,1,403,886,27,425,100,331,1.66e-89,81.995,d:Eukaryota_X,p:Ancyromonadida-Ancyromonadida_X,c:Ancyromonadida_XX,o:Ancyromonadida_XXX,f:Ancyromonadida_Group-1,g:Ancyromonadida_Group-1_X,s:Planomonadidae_Group-1_X_sp,HQ867020.1.886_U;tax,k:Eukaryota,OTU3769.p:Ancyromonadida-Ancyromonadida_X.g:Ancyromonadida_Group-1_X
2287,OTU3770,375,1,375,1360,201,577,100,568,1.08e-160,93.947,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Colpodellaceae,g:Colpodella,s:Colpodella_sp,EF100235.1.1360_U;tax,k:Eukaryota,OTU3770.p:Alveolata-Chrompodellids.g:Colpodella
2288,OTU3771,411,1,411,1193,508,914,100,568,1.19e-160,91.727,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,EU709208.1.1193_U;tax,k:Eukaryota,OTU3771.p:Rhizaria-Cercozoa.g:Sandonidae_X
2289,OTU3772,417,1,417,1605,531,925,100,534,1.22e-150,90.647,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU3772.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2290,OTU3773,402,1,402,1791,589,993,100,440,2.63e-122,86.453,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa-lineage_X,s:Thalassomyxa-lineage_X_sp,EU910603.1.1791_U;tax,k:Eukaryota,OTU3773.p:Rhizaria-Cercozoa.g:Thalassomyxa-lineage_X
2291,OTU3775,409,1,409,1457,463,869,100,355,1e-96,82.898,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Penardia-lineage,g:Penardia-lineage_X,s:Penardia-lineage_X_sp,GU479951.1.1457_U;tax,k:Eukaryota,OTU3775.p:Rhizaria-Cercozoa.g:Penardia-lineage_X
2292,OTU3777,395,146,395,1596,669,915,63,298,1.65e-79,88.4,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,HM628631.1.1596_U;tax,k:Eukaryota,OTU3777.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2293,OTU3779,414,1,414,1678,591,997,100,564,1.55e-159,91.587,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Rhizamoeba-saxonica-lineage,g:Rhizamoeba,s:Rhizamoeba_australiensis,KT945252.1.1678_U;tax,k:Eukaryota,OTU3779.p:Tubulinea-Tubulinea_X.g:Rhizamoeba
2294,OTU3780,406,1,406,1285,204,616,100,324,2.8e-87,81.295,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Penardia-lineage,g:Penardia-lineage_X,s:Penardia-lineage_X_sp,AF372743.1.1285_U;tax,k:Eukaryota,OTU3780.p:Rhizaria-Cercozoa.g:Penardia-lineage_X
2295,OTU3785,403,1,403,1257,562,964,100,728,0,99.256,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Paracercomonas,s:Paracercomonas_sp,AY620298.1.1257_U;tax,k:Eukaryota,OTU3785.p:Rhizaria-Cercozoa.g:Paracercomonas
2296,OTU3786,404,1,404,1452,458,861,100,641,0,95.309,d:TSAR,p:Stramenopiles-Bigyra,c:Opalozoa,o:Opalozoa_X,f:MAST-12,g:MAST-12C,s:MAST-12C_sp,GQ330588.1.1452_U;tax,k:Eukaryota,OTU3786.p:Stramenopiles-Bigyra.g:MAST-12C
2297,OTU3787,399,1,399,1676,538,933,100,634,1.12e-180,95.489,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Alphamonaceae,g:Alphamonadea_ALPH2,s:Alphamonadea_ALPH2_sp,AB721062.1.1676_U;tax,k:Eukaryota,OTU3787.p:Alveolata-Chrompodellids.g:Alphamonadea_ALPH2
2298,OTU3788,402,1,402,1645,585,982,100,340,2.75e-92,82.31,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Colpodellida_CHR1,g:Colpodellida_CHR1_X,s:Colpodellida_CHR1_X_sp,KC315835.1.1645_U;tax,k:Eukaryota,OTU3788.p:Alveolata-Chrompodellids.g:Colpodellida_CHR1_X
2299,OTU3789,411,1,411,1499,492,898,100,468,1.24e-130,87.47,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandona,s:Sandona_limna,HQ918177.1.1499_U;tax,k:Eukaryota,OTU3789.p:Rhizaria-Cercozoa.g:Sandona
2300,OTU3790,388,1,388,1685,555,942,100,667,0,97.68,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Bursariomorphida,g:Bryometopus,s:Bryometopus_pseudochilodon,EU039887.1.1685_U;tax,k:Eukaryota,OTU3790.p:Alveolata-Ciliophora.g:Bryometopus
2301,OTU3791,426,1,426,1750,546,972,100,715,0,96.956,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Tectofilosida,f:Tectofilosida_X,g:Fisculla,s:Fisculla_terrestris,KT809356.1.1750_U;tax,k:Eukaryota,OTU3791.p:Rhizaria-Cercozoa.g:Fisculla
2302,OTU3792,377,1,377,1677,531,909,100,532,3.94e-150,92.167,d:TSAR,p:Alveolata-Ciliophora,c:Armophorea,o:Armophorea_X,f:Armophorea_XX,g:Heterometopus,s:Heterometopus_sp,LN869939.1.1677_U;tax,k:Eukaryota,OTU3792.p:Alveolata-Ciliophora.g:Heterometopus
2303,OTU3797,394,1,394,1872,643,1035,100,422,9.34e-117,86.181,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Flabellulidae,g:Flabellula,s:Flabellula_schaefferi,JQ271708.1.1872_U;tax,k:Eukaryota,OTU3797.p:Tubulinea-Tubulinea_X.g:Flabellula
2304,OTU3798,451,330,451,2025,83,204,27,159,9.31e-38,90.244,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Klebsormidiophyceae,o:Klebsormidiophyceae_X,f:Klebsormidiophyceae_XX,g:Klebsormidium,s:Klebsormidium_delicatum,MH971176.1.2025_U;tax,k:Eukaryota,OTU3798.p:Streptophyta-Streptophyta_X.g:Klebsormidium
2305,OTU3799,405,161,405,1849,776,1020,60,381,1.63e-104,94.694,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_thermarum,AJ489267.1.1849_U;tax,k:Eukaryota,OTU3799.p:Tubulinea-Tubulinea_X.g:Echinamoeba
2306,OTU3801,381,140,381,1760,740,976,64,132,1.7e-29,77.236,d:TSAR,p:Stramenopiles-Gyrista,c:Mediophyceae,o:Thalassiosirales,f:Skeletonemaceae,g:Skeletonema,s:Skeletonema_costatum,AY684944.1.1760_U;tax,k:Eukaryota,OTU3801.p:Stramenopiles-Gyrista.g:Skeletonema
2307,OTU3802,328,1,327,737,5,331,99,549,3.37e-155,96.96,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Litostomatea_X,f:Litostomatea_XX,g:Litostomatea_XXX,s:Litostomatea_XXX_sp,AY124366.1.737_U;tax,k:Eukaryota,OTU3802.p:Alveolata-Ciliophora.g:Litostomatea_XXX
2308,OTU3804,407,1,407,1409,416,822,100,608,6.92e-173,93.612,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandona,s:Sandona_sp,EU709173.71.1479_U;tax,k:Eukaryota,OTU3804.p:Rhizaria-Cercozoa.g:Sandona
2309,OTU3805,426,1,426,1238,11,416,100,303,3.82e-81,80.6,d:TSAR,p:Rhizaria-Cercozoa,c:Novel-clade-10-12,o:Novel-clade-12,f:NC12B-lineage,g:NC12B-lineage_X,s:NC12B-lineage_X_sp,FJ153639.1.1238_U;tax,k:Eukaryota,OTU3805.p:Rhizaria-Cercozoa.g:NC12B-lineage_X
2310,OTU3806,410,1,410,1786,575,984,100,752,0,99.756,d:Excavata,p:Metamonada-Preaxostyla,c:Preaxostyla_X,o:Preaxostyla_XX,f:Paramastigidae,g:Paratrimastix,s:Paratrimastix_pyriformis,KT388048.1.1786_U;tax,k:Eukaryota,OTU3806.p:Metamonada-Preaxostyla.g:Paratrimastix
2311,OTU3809,418,1,417,676,160,573,99,424,2.77e-117,85.412,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB572139.1.676_U;tax,k:Eukaryota,OTU3809.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
2312,OTU3811,396,1,396,1743,559,955,100,643,0,95.98,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Tetracystis,s:Tetracystis_tetraspora,JN968582.1.1743_U;tax,k:Eukaryota,OTU3811.p:Chlorophyta-Chlorophyta_X.g:Tetracystis
2313,OTU3812,406,1,406,1607,486,891,100,728,0,99.015,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Leptophryidae,g:Leptophrys,s:Leptophrys_vorax,HE609039.1.1607_U;tax,k:Eukaryota,OTU3812.p:Rhizaria-Cercozoa.g:Leptophrys
2314,OTU3813,404,1,404,1878,593,994,100,368,1.27e-100,83.732,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_laresi,JQ271679.1.1878_U;tax,k:Eukaryota,OTU3813.p:Tubulinea-Tubulinea_X.g:Copromyxa
2315,OTU3814,401,1,401,1714,455,857,100,571,8.93e-162,92.327,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Cyanidiales_XX,s:Cyanidiales_XX_sp,KP864083.1.1714_U;tax,k:Eukaryota,OTU3814.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX
2316,OTU3817,407,1,407,1717,529,938,100,560,1.96e-158,91.484,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Pansomonadida,f:Agitatidae,g:Agitata,s:Agitata_tremulans,AY748806.1.1717_U;tax,k:Eukaryota,OTU3817.p:Rhizaria-Cercozoa.g:Agitata
2317,OTU3818,390,1,390,1727,560,949,100,660,0,97.187,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Colpodida,g:Maryna,s:Maryna_umbrellata,JF747217.1.1727_U;tax,k:Eukaryota,OTU3818.p:Alveolata-Ciliophora.g:Maryna
2318,OTU3819,409,1,409,2888,1656,2064,100,678,0,96.577,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Arcellinida,f:Phryganellina,g:Phryganella,s:Phryganella_paradoxa,MF497374.1.2888_U;tax,k:Eukaryota,OTU3819.p:Tubulinea-Tubulinea_X.g:Phryganella
2319,OTU3821,404,1,404,1464,472,878,100,521,9.19e-147,90.024,d:TSAR,p:Rhizaria-Cercozoa,c:Novel-clade-10-12,o:Novel-clade-10,f:Novel-clade-10_X,g:Novel-clade-10_XX,s:Novel-clade-10_XX_sp,GU479952.1.1464_U;tax,k:Eukaryota,OTU3821.p:Rhizaria-Cercozoa.g:Novel-clade-10_XX
2320,OTU3822,387,1,387,1765,577,963,100,704,0,99.483,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Nassulida,g:Furgasonia,s:Furgasonia_blochmanni,X65150.1.1765_U;tax,k:Eukaryota,OTU3822.p:Alveolata-Ciliophora.g:Furgasonia
2321,OTU3823,407,1,407,1488,496,901,100,568,1.17e-160,91.932,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandona,s:Sandona_sp,EU709144.4.1491_U;tax,k:Eukaryota,OTU3823.p:Rhizaria-Cercozoa.g:Sandona
2322,OTU3828,407,1,407,1801,576,981,100,479,5.66e-134,87.99,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa,s:Thalassomyxa_sp,KC779515.1.1801_U;tax,k:Eukaryota,OTU3828.p:Rhizaria-Cercozoa.g:Thalassomyxa
2323,OTU3829,417,1,417,1455,553,958,100,261,2.29e-68,78.824,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Flamellidae,f:Flamella-lineage,g:Flamella,s:Flamella_pleistocenica,KP219431.1.1455_U;tax,k:Eukaryota,OTU3829.p:Evosea-Evosea_X.g:Flamella
2324,OTU3832,401,1,401,1839,567,967,100,497,1.54e-139,89.109,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:WIM1-lineage,g:WIM1-lineage_X,s:WIM1-lineage_X_sp,AB695494.1.1839_U;tax,k:Eukaryota,OTU3832.p:Evosea-Evosea_X.g:WIM1-lineage_X
2325,OTU3833,404,164,404,1784,729,969,60,141,3.01e-32,77.366,d:TSAR,p:Stramenopiles-Gyrista,c:Bacillariophyceae,o:Bacillariales,f:Bacillariaceae,g:Nitzschia,s:Nitzschia_clade_epithemoides/thermalis,EF432527.1.1784_U;tax,k:Eukaryota,OTU3833.p:Stramenopiles-Gyrista.g:Nitzschia
2326,OTU3834,385,1,385,726,185,574,100,483,4.12e-135,89.394,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Neogregarinorida,f:Actinocephalidae,g:Ascogregarina,s:Ascogregarina_sp,AY969295.1.726_U;tax,k:Eukaryota,OTU3834.p:Alveolata-Apicomplexa.g:Ascogregarina
2327,OTU3835,387,1,387,1663,529,908,100,375,7.23e-103,84.615,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp,AB622297.1.1663_U;tax,k:Eukaryota,OTU3835.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX
2328,OTU3838,406,1,61,670,260,320,15,102,1.43e-20,96.721,d:TSAR,p:Alveolata-Ciliophora,c:Heterotrichea,o:Heterotrichea_X,f:Heterotrichea_XX,g:Heterotrichea_XXX,s:Heterotrichea_XXX_sp,JX268906.1.670_U;tax,k:Eukaryota,OTU3838.p:Alveolata-Ciliophora.g:Heterotrichea_XXX
2329,OTU3839,410,1,409,676,160,573,99,494,2.04e-138,88.434,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Amphifilaceae_X,s:Amphifilaceae_X_sp,AB572139.1.676_U;tax,k:Eukaryota,OTU3839.p:Stramenopiles-Bigyra.g:Amphifilaceae_X
2330,OTU3840,387,1,387,1685,545,931,100,604,8.48e-172,94.832,d:TSAR,p:Alveolata-Ciliophora,c:Colpodea,o:Colpodea_X,f:Platyophryida,g:Platyophrya,s:Platyophrya_bromelicola,EU039905.1.1685_U;tax,k:Eukaryota,OTU3840.p:Alveolata-Ciliophora.g:Platyophrya
2331,OTU3841,413,1,413,1605,531,925,100,470,3.46e-131,87.923,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU3841.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2332,OTU3842,375,1,375,2226,1038,1407,100,399,4.15e-110,86.316,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:LOS7N/I-lineage,g:Ptolemeba,s:Ptolemeba_noxubium,KJ542110.1.2226_U;tax,k:Eukaryota,OTU3842.p:Tubulinea-Tubulinea_X.g:Ptolemeba
2333,OTU3844,326,1,325,1641,536,862,99,508,5.68e-143,94.848,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Litostomatea_X,f:Litostomatea_XX,g:Litostomatea_XXX,s:Litostomatea_XXX_sp,JF263452.1.1641_U;tax,k:Eukaryota,OTU3844.p:Alveolata-Ciliophora.g:Litostomatea_XXX
2334,OTU3845,385,1,385,1688,499,883,100,617,1.08e-175,95.584,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Nassulida,g:Parafurgasonia,s:Parafurgasonia_sp,KC832955.1.1688_U;tax,k:Eukaryota,OTU3845.p:Alveolata-Ciliophora.g:Parafurgasonia
2335,OTU3846,386,2,386,1022,486,869,99,660,0,97.662,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Peritrichia_2,f:Sessilida,g:Sessilida_X,s:Sessilida_X_sp,JN825670.1.1022_U;tax,k:Eukaryota,OTU3846.p:Alveolata-Ciliophora.g:Sessilida_X
2336,OTU3847,407,1,407,2170,577,983,100,680,0,96.814,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Bodomorphidae,g:Bodomorpha,s:Bodomorpha_sp,HM536172.1.2170_U;tax,k:Eukaryota,OTU3847.p:Rhizaria-Cercozoa.g:Bodomorpha
2337,OTU3848,385,1,385,1766,577,961,100,595,5.07e-169,94.545,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Colpodidiidae,g:Colpodidiidae_X,s:Colpodidiidae_X_sp,EU264561.1.1766_U;tax,k:Eukaryota,OTU3848.p:Alveolata-Ciliophora.g:Colpodidiidae_X
2338,OTU3849,410,163,410,1767,733,971,60,228,2.28e-58,83.871,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Sagenista_X,f:MAST-4,g:MAST-4C,s:MAST-4C_sp,KF129824.1.1767_U;tax,k:Eukaryota,OTU3849.p:Stramenopiles-Bigyra.g:MAST-4C
2339,OTU3850,403,1,403,1878,593,994,100,444,2.04e-123,86.797,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_laresi,JQ271679.1.1878_U;tax,k:Eukaryota,OTU3850.p:Tubulinea-Tubulinea_X.g:Copromyxa
2340,OTU3852,407,1,407,1490,496,902,100,686,0,97.059,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandona,s:Sandona_sp,EU709147.8.1497_U;tax,k:Eukaryota,OTU3852.p:Rhizaria-Cercozoa.g:Sandona
2341,OTU3855,352,1,236,1635,522,767,92,390,2.33e-107,95.935,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Cryomonadida,f:Rhogostoma-lineage,g:Rhogostoma,s:Rhogostoma_cylindrica,KY905096.1.1635_U;tax,k:Eukaryota,OTU3855.p:Rhizaria-Cercozoa.g:Rhogostoma
2342,OTU3856,419,1,419,1749,547,958,100,590,2.58e-167,92.381,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Leptomyxidae,g:Leptomyxa,s:Leptomyxa_arborea,KT945254.1.1749_U;tax,k:Eukaryota,OTU3856.p:Tubulinea-Tubulinea_X.g:Leptomyxa
2343,OTU3858,400,2,400,1883,579,989,99,261,2.19e-68,78.846,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU3858.p:Evosea-Evosea_X.g:Ceratiomyxella
2344,OTU3861,409,1,409,989,475,889,100,351,1.29e-95,82.381,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EU545726.1.989_U;tax,k:Eukaryota,OTU3861.p:Evosea-Evosea_X.g:Variosea_XXX
2345,OTU3863,406,1,406,1877,592,1000,100,342,7.72e-93,82.297,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF024417.1.1877_U;tax,k:Eukaryota,OTU3863.p:Evosea-Evosea_X.g:Variosea_XXX
2346,OTU3864,376,1,376,1730,558,926,100,399,4.16e-110,86.28,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Colpodellaceae,g:Colpodella,s:Colpodella_sp,AY142075.1.1730_U;tax,k:Eukaryota,OTU3864.p:Alveolata-Chrompodellids.g:Colpodella
2347,OTU3865,405,1,405,1126,446,852,100,617,1.14e-175,94.103,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Allapsidae,g:Group-Te,s:Group_Te_sp,EU709246.1.1127_U;tax,k:Eukaryota,OTU3865.p:Rhizaria-Cercozoa.g:Group-Te
2348,OTU3866,307,96,307,1709,722,934,96,337,2.66e-91,95.305,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Microthoracida,g:Trochiliopsis,s:Trochiliopsis_australis,JQ918367.1.1709_U;tax,k:Eukaryota,OTU3866.p:Alveolata-Ciliophora.g:Trochiliopsis
2349,OTU3876,379,1,379,641,35,416,100,652,0,97.644,d:TSAR,p:Alveolata-Chrompodellids,c:Colpodellidea,o:Colpodellida,f:Colpodellaceae,g:Colpodella,s:Colpodella_sp,AY816993.1.641_U;tax,k:Eukaryota,OTU3876.p:Alveolata-Chrompodellids.g:Colpodella
2350,OTU3879,396,1,396,2039,870,1265,100,688,0,97.98,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Trebouxiophyceae,o:Chlorellales,f:Chlorellales_X,g:Oocystaceae,s:Oocystaceae_sp,LC129529.1.2039_U;tax,k:Eukaryota,OTU3879.p:Chlorophyta-Chlorophyta_X.g:Oocystaceae
2351,OTU3881,407,1,407,1076,11,415,100,440,2.67e-122,86.308,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Ventricleftida,f:Ventrifissuridae,g:Ventrifissuridae_X,s:Ventrifissuridae_X_sp,AY882480.1.1076_U;tax,k:Eukaryota,OTU3881.p:Rhizaria-Cercozoa.g:Ventrifissuridae_X
2352,OTU3882,411,168,411,1943,819,1063,59,285,1.34e-75,87.903,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Nucleariidea,o:Nucleariida,f:Nucleariida_X,g:Nuclearia,s:Nuclearia_simplex,AF484687.1.1943_U;tax,k:Eukaryota,OTU3882.p:Opisthokonta-Rotosphaerida.g:Nuclearia
2353,OTU3883,408,1,408,1801,576,981,100,603,3.23e-171,93.399,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa,s:Thalassomyxa_sp,KC779515.1.1801_U;tax,k:Eukaryota,OTU3883.p:Rhizaria-Cercozoa.g:Thalassomyxa
2354,OTU3884,449,1,449,1656,555,1000,100,377,2.35e-103,82.159,d:Amoebozoa,p:Discosea-Discosea_X,c:Flabellinia,o:Flabellinia_X,f:LKM74-lineage,g:LKM74-lineage_X,s:LKM74-lineage_X_sp,JX312795.1.1656_U;tax,k:Eukaryota,OTU3884.p:Discosea-Discosea_X.g:LKM74-lineage_X
2355,OTU3886,402,1,402,1519,436,839,100,313,5.99e-84,80.788,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AY821961.1.1519_U;tax,k:Eukaryota,OTU3886.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2356,OTU3890,406,1,406,989,475,889,100,287,3.67e-76,79.905,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EU545726.1.989_U;tax,k:Eukaryota,OTU3890.p:Evosea-Evosea_X.g:Variosea_XXX
2357,OTU3891,397,1,397,1605,531,925,100,544,1.93e-153,91.457,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU3891.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2358,OTU3892,359,1,350,1824,933,588,97,571,7.93e-162,96.286,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,EF023499.1.1824_U;tax,k:Eukaryota,OTU3892.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
2359,OTU3893,408,1,408,1135,499,904,100,586,3.25e-166,92.647,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:op14-lineage,g:op14-lineage_X,s:op14-lineage_X_sp,EU567268.1.1135_U;tax,k:Eukaryota,OTU3893.p:Rhizaria-Cercozoa.g:op14-lineage_X
2360,OTU3896,404,1,404,1774,569,972,100,658,0,96.04,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Metabolomonas,s:Metabolomonas_insania,HM536167.1.1774_U;tax,k:Eukaryota,OTU3896.p:Rhizaria-Cercozoa.g:Metabolomonas
2361,OTU3898,406,1,406,1759,561,966,100,601,1.15e-170,93.35,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Allapsidae,g:Allapsidae_X,s:Allapsidae_X_sp,AB695526.1.1759_U;tax,k:Eukaryota,OTU3898.p:Rhizaria-Cercozoa.g:Allapsidae_X
2362,OTU3899,407,1,407,1808,589,995,100,725,0,98.771,d:TSAR,p:Rhizaria-Cercozoa,c:Cercozoa_X,o:Cercozoa_XX,f:Cercozoa_XXX,g:Cercozoa_XXXX,s:Cercozoa_XXXX_sp,EF024287.1.1808_U;tax,k:Eukaryota,OTU3899.p:Rhizaria-Cercozoa.g:Cercozoa_XXXX
